Team_Name,Opp_Name,Date,Game_Round,Team_Outcome,Team_Goals,Team_Points,Team_Score,Opp_Goals,Opp_Points,Opp_Score,Venue
CARLOW,WATERFORD,28/03/2009,"NFL, DIV 4 ",LOSS,0,6,6,1,7,10,NULL
SLIGO,ANTRIM,28/03/2009,"NFL, DIV 4 ",LOSS,0,9,9,1,11,14,NULL
MAYO,GALWAY,29/03/2009,"NFL, DIV 1 ",WIN,1,11,14,0,13,13,NULL
WESTMEATH,DONEGAL,29/03/2009,"NFL, DIV 1 ",LOSS,1,7,10,0,15,15,NULL
KERRY,DUBLIN,29/03/2009,"NFL, DIV 1 ",TIE,1,15,18,1,15,18,NULL
LAOIS,WEXFORD,29/03/2009,"NFL, DIV 2 ",WIN,2,16,22,0,10,10,NULL
FERMANAGH,KILDARE,29/03/2009,"NFL, DIV 2 ",LOSS,1,8,11,0,16,16,NULL
MONAGHAN,CORK,29/03/2009,"NFL, DIV 2 ",WIN,2,13,19,1,9,12,NULL
MEATH,ARMAGH,29/03/2009,"NFL, DIV 2 ",LOSS,0,13,13,1,13,16,NULL
ROSCOMMON,CAVAN,29/03/2009,"NFL, DIV 3 ",LOSS,0,6,6,0,14,14,NULL
TIPPERARY,LOUTH,29/03/2009,"NFL, DIV 3 ",WIN,0,18,18,1,11,14,NULL
LONDON,WICKLOW,29/03/2009,"NFL, DIV 4 ",LOSS,0,9,9,1,20,23,NULL
KILKENNY,LEITRIM,29/03/2009,"NFL, DIV 4 ",LOSS,0,4,4,4,19,31,NULL
WESTMEATH,DUBLIN,12/04/2009,"NFL, DIV 1 ",LOSS,0,10,10,5,22,37,NULL
GALWAY,KERRY,12/04/2009,"NFL, DIV 1 ",LOSS,1,11,14,2,15,21,NULL
MAYO,TYRONE,12/04/2009,"NFL, DIV 1 ",TIE,1,11,14,0,14,14,NULL
DERRY,DONEGAL,12/04/2009,"NFL, DIV 1 ",WIN,0,14,14,0,10,10,NULL
FERMANAGH,WEXFORD,12/04/2009,"NFL, DIV 2 ",TIE,2,10,16,0,16,16,NULL
LAOIS,MONAGHAN,12/04/2009,"NFL, DIV 2 ",LOSS,0,8,8,4,16,28,NULL
MEATH,KILDARE,12/04/2009,"NFL, DIV 2 ",TIE,1,12,15,2,9,15,NULL
ARMAGH,CORK,12/04/2009,"NFL, DIV 2 ",LOSS,1,7,10,0,19,19,NULL
DOWN,ROSCOMMON,12/04/2009,"NFL, DIV 3 ",WIN,0,17,17,0,15,15,NULL
CAVAN,LOUTH,12/04/2009,"NFL, DIV 3 ",LOSS,2,13,19,2,16,22,NULL
TIPPERARY,LONGFORD,12/04/2009,"NFL, DIV 3 ",LOSS,0,9,9,0,10,10,NULL
OFFALY,LIMERICK,12/04/2009,"NFL, DIV 3 ",WIN,2,11,17,2,8,14,NULL
LEITRIM,CLARE,12/04/2009,"NFL, DIV 4 ",WIN,2,9,15,1,9,12,NULL
WICKLOW,CARLOW,12/04/2009,"NFL, DIV 4 ",LOSS,3,7,16,2,15,21,NULL
LONDON,KILKENNY,12/04/2009,"NFL, DIV 4 ",WIN,2,12,18,0,7,7,NULL
WATERFORD,SLIGO,12/04/2009,"NFL, DIV 4 ",LOSS,1,11,14,0,16,16,NULL
LONDON,CLARE,18/04/2009,"NFL, DIV 4 ",LOSS,1,7,10,3,21,30,NULL
WATERFORD,ANTRIM,18/04/2009,"NFL, DIV 4 ",LOSS,0,8,8,0,13,13,NULL
CARLOW,KILKENNY,18/04/2009,"NFL, DIV 4 ",WIN,2,22,28,1,9,12,NULL
WICKLOW,SLIGO,18/04/2009,"NFL, DIV 4 ",LOSS,0,10,10,0,11,11,NULL
DOWN,TIPPERARY,25/04/2009,"NFL, DIV 3  FINAL",LOSS,1,14,17,0,18,18,PEARSE PARK
SLIGO,ANTRIM,25/04/2009,"NFL, DIV 4  FINAL",WIN,1,12,15,1,10,13,PEARSE PARK
DERRY,KERRY,26/04/2009,"NFL, DIV 1  FINAL",LOSS,0,15,15,1,15,18,CROKE PARK
MONAGHAN,CORK,26/04/2009,"NFL, DIV 2  FINAL",LOSS,0,12,12,1,14,17,CROKE PARK
DERRY,TYRONE,06/02/2010,"NFL, DIV 1 ",WIN,1,18,21,1,12,15,CELTIC PARK
LAOIS,TIPPERARY,06/02/2010,"NFL, DIV 2 ",WIN,1,13,16,1,11,14,NULL
MEATH,ARMAGH,06/02/2010,"NFL, DIV 2 ",WIN,2,8,14,0,13,13,NULL
MAYO,GALWAY,07/02/2010,"NFL, DIV 1 ",WIN,2,14,20,1,10,13,MCHALE PARK
KERRY,DUBLIN,07/02/2010,"NFL, DIV 1 ",LOSS,1,10,13,1,12,15,KILARNEY
MONAGHAN,CORK,07/02/2010,"NFL, DIV 1 ",LOSS,3,12,21,3,13,22,SCOTSTOWN
KILDARE,DOWN,07/02/2010,"NFL, DIV 2 ",LOSS,0,8,8,1,16,19,NULL
WESTMEATH,DONEGAL,07/02/2010,"NFL, DIV 2 ",LOSS,0,9,9,1,13,16,NULL
FERMANAGH,OFFALY,07/02/2010,"NFL, DIV 3 ",LOSS,1,10,13,1,13,16,NULL
WEXFORD,LOUTH,07/02/2010,"NFL, DIV 3 ",LOSS,1,8,11,0,13,13,NULL
ROSCOMMON,CAVAN,07/02/2010,"NFL, DIV 3 ",LOSS,1,10,13,2,20,26,NULL
SLIGO,ANTRIM,07/02/2010,"NFL, DIV 3 ",LOSS,0,14,14,1,12,15,NULL
LONDON,LIMERICK,07/02/2010,"NFL, DIV 4 ",LOSS,1,4,7,0,17,17,NULL
CARLOW,LONGFORD,07/02/2010,"NFL, DIV 4 ",WIN,1,10,13,0,10,10,NULL
WICKLOW,CLARE,07/02/2010,"NFL, DIV 4 ",LOSS,0,11,11,1,9,12,NULL
WATERFORD,LEITRIM,07/02/2010,"NFL, DIV 4 ",WIN,0,13,13,0,10,10,NULL
KERRY,CORK,13/02/2010,"NFL, DIV 1 ",LOSS,0,12,12,1,12,15,PAIRC UI RINN
DERRY,DUBLIN,13/02/2010,"NFL, DIV 1 ",LOSS,0,7,7,1,11,14,PARNELL PARK
MEATH,DOWN,13/02/2010,"NFL, DIV 2 ",LOSS,0,8,8,0,12,12,NULL
KILDARE,TIPPERARY,13/02/2010,"NFL, DIV 2 ",WIN,1,17,20,0,8,8,NULL
FERMANAGH,ROSCOMMON,13/02/2010,"NFL, DIV 3 ",WIN,2,6,12,0,11,11,NULL
ANTRIM,CAVAN,13/02/2010,"NFL, DIV 3 ",WIN,2,13,19,1,8,11,NULL
CARLOW,LIMERICK,13/02/2010,"NFL, DIV 4 ",LOSS,0,6,6,0,11,11,NULL
MONAGHAN,GALWAY,14/02/2010,"NFL, DIV 1 ",LOSS,1,14,17,1,20,23,PEARSE STADIUM
MAYO,TYRONE,14/02/2010,"NFL, DIV 1 ",WIN,1,12,15,1,11,14,OMAGH
LAOIS,DONEGAL,14/02/2010,"NFL, DIV 2 ",LOSS,0,5,5,3,11,20,NULL
WESTMEATH,ARMAGH,14/02/2010,"NFL, DIV 2 ",LOSS,0,8,8,2,19,25,NULL
OFFALY,WEXFORD,14/02/2010,"NFL, DIV 3 ",LOSS,2,10,16,1,14,17,NULL
SLIGO,LOUTH,14/02/2010,"NFL, DIV 3 ",WIN,1,14,17,2,10,16,NULL
WICKLOW,LEITRIM,14/02/2010,"NFL, DIV 4 ",WIN,1,13,16,0,9,9,NULL
KILKENNY,CLARE,14/02/2010,"NFL, DIV 4 ",LOSS,0,2,2,2,18,24,NULL
LONDON,WATERFORD,14/02/2010,"NFL, DIV 4 ",LOSS,0,8,8,1,16,19,NULL
LONDON,WICKLOW,20/02/2010,"NFL, DIV 4 ",LOSS,1,5,8,4,13,25,NULL
LIMERICK,LONGFORD,20/02/2010,"NFL, DIV 4 ",WIN,1,8,11,0,9,9,NULL
CARLOW,WATERFORD,20/02/2010,"NFL, DIV 4 ",TIE,1,11,14,1,11,14,NULL
KILKENNY,LEITRIM,20/02/2010,"NFL, DIV 4 ",LOSS,1,4,7,4,18,30,NULL
GALWAY,CORK,06/03/2010,"NFL, DIV 1 ",LOSS,1,17,20,1,19,22,PAIRC UI RINN
LAOIS,ARMAGH,06/03/2010,"NFL, DIV 2 ",LOSS,0,12,12,0,13,13,NULL
DOWN,TIPPERARY,06/03/2010,"NFL, DIV 2 ",TIE,0,14,14,1,11,14,NULL
WESTMEATH,MEATH,06/03/2010,"NFL, DIV 2 ",LOSS,2,8,14,1,12,15,NULL
FERMANAGH,ANTRIM,06/03/2010,"NFL, DIV 3 ",LOSS,0,8,8,0,16,16,NULL
MAYO,DUBLIN,07/03/2010,"NFL, DIV 1 ",LOSS,1,8,11,1,9,12,MCHALE PARK
DERRY,KERRY,07/03/2010,"NFL, DIV 1 ",LOSS,1,9,12,0,15,15,TRALEE
MONAGHAN,TYRONE,07/03/2010,"NFL, DIV 1 ",WIN,1,14,17,0,16,16,INNISKEEN
KILDARE,DONEGAL,07/03/2010,"NFL, DIV 2 ",WIN,1,17,20,1,9,12,NULL
SLIGO,WEXFORD,07/03/2010,"NFL, DIV 3 ",LOSS,1,6,9,3,7,16,NULL
OFFALY,ROSCOMMON,07/03/2010,"NFL, DIV 3 ",WIN,2,14,20,2,13,19,NULL
CAVAN,LOUTH,07/03/2010,"NFL, DIV 3 ",LOSS,1,6,9,0,13,13,NULL
WATERFORD,LONGFORD,07/03/2010,"NFL, DIV 4 ",TIE,0,10,10,1,7,10,NULL
LONDON,KILKENNY,07/03/2010,"NFL, DIV 4 ",WIN,1,17,20,0,2,2,NULL
WICKLOW,CARLOW,07/03/2010,"NFL, DIV 4 ",WIN,0,14,14,0,7,7,NULL
LEITRIM,CLARE,07/03/2010,"NFL, DIV 4 ",LOSS,0,17,17,2,12,18,NULL
TYRONE,CORK,13/03/2010,"NFL, DIV 1 ",WIN,3,9,18,0,16,16,OMAGH
MONAGHAN,DUBLIN,13/03/2010,"NFL, DIV 1 ",LOSS,1,9,12,2,11,17,PARNELL PARK
MAYO,DERRY,13/03/2010,"NFL, DIV 1 ",WIN,2,12,18,1,12,15,CELTIC PARK
DOWN,DONEGAL,13/03/2010,"NFL, DIV 2 ",WIN,0,13,13,0,11,11,NULL
CAVAN,WEXFORD,13/03/2010,"NFL, DIV 3 ",WIN,0,17,17,0,12,12,NULL
WATERFORD,LIMERICK,13/03/2010,"NFL, DIV 4 ",WIN,1,12,15,1,11,14,NULL
GALWAY,KERRY,14/03/2010,"NFL, DIV 1 ",LOSS,1,9,12,2,16,22,PEARSE STADIUM
WESTMEATH,LAOIS,14/03/2010,"NFL, DIV 2 ",LOSS,3,8,17,0,24,24,NULL
KILDARE,ARMAGH,14/03/2010,"NFL, DIV 2 ",LOSS,0,5,5,0,12,12,NULL
MEATH,TIPPERARY,14/03/2010,"NFL, DIV 2 ",LOSS,0,10,10,1,9,12,NULL
OFFALY,SLIGO,14/03/2010,"NFL, DIV 3 ",LOSS,0,11,11,0,12,12,NULL
ANTRIM,ROSCOMMON,14/03/2010,"NFL, DIV 3 ",WIN,0,16,16,0,14,14,NULL
FERMANAGH,LOUTH,14/03/2010,"NFL, DIV 3 ",LOSS,0,10,10,2,11,17,NULL
CARLOW,KILKENNY,14/03/2010,"NFL, DIV 4 ",WIN,2,19,25,0,8,8,NULL
WICKLOW,LONGFORD,14/03/2010,"NFL, DIV 4 ",WIN,2,9,15,1,11,14,NULL
LONDON,CLARE,14/03/2010,"NFL, DIV 4 ",LOSS,1,8,11,1,19,22,NULL
CORK,DUBLIN,20/03/2010,"NFL, DIV 1 ",WIN,2,13,19,2,6,12,PAIRC UI RINN
DOWN,ARMAGH,20/03/2010,"NFL, DIV 2 ",WIN,1,13,16,1,6,9,NEWRY
LAOIS,MEATH,20/03/2010,"NFL, DIV 2 ",LOSS,1,9,12,0,13,13,PAIRC TAILTEAN
TIPPERARY,DONEGAL,20/03/2010,"NFL, DIV 2 ",LOSS,2,5,11,1,9,12,NULL
GALWAY,TYRONE,21/03/2010,"NFL, DIV 1 ",WIN,1,15,18,0,14,14,PEARSE STADIUM
MONAGHAN,DERRY,21/03/2010,"NFL, DIV 1 ",WIN,1,16,19,0,12,12,SCOTSTOWN
MAYO,KERRY,21/03/2010,"NFL, DIV 1 ",WIN,1,12,15,1,10,13,TRALEE
WESTMEATH,KILDARE,21/03/2010,"NFL, DIV 2 ",LOSS,2,7,13,1,11,14,NEWBRIDGE
FERMANAGH,WEXFORD,21/03/2010,"NFL, DIV 3 ",LOSS,0,9,9,1,9,12,NULL
OFFALY,ANTRIM,21/03/2010,"NFL, DIV 3 ",WIN,1,9,12,1,8,11,NULL
ROSCOMMON,LOUTH,21/03/2010,"NFL, DIV 3 ",WIN,0,13,13,1,9,12,NULL
SLIGO,CAVAN,21/03/2010,"NFL, DIV 3 ",WIN,1,14,17,0,14,14,NULL
LONDON,LEITRIM,21/03/2010,"NFL, DIV 4 ",LOSS,0,10,10,0,25,25,NULL
KILKENNY,LONGFORD,21/03/2010,"NFL, DIV 4 ",LOSS,1,2,5,2,19,25,NULL
WICKLOW,LIMERICK,21/03/2010,"NFL, DIV 4 ",TIE,0,14,14,1,11,14,NULL
CARLOW,CLARE,21/03/2010,"NFL, DIV 4 ",LOSS,0,15,15,1,13,16,NULL
GALWAY,DUBLIN,27/03/2010,"NFL, DIV 1 ",WIN,1,14,17,0,14,14,PARNELL PARK
TYRONE,KERRY,27/03/2010,"NFL, DIV 1 ",WIN,1,11,14,1,10,13,OMAGH
DERRY,CORK,27/03/2010,"NFL, DIV 1 ",LOSS,0,14,14,2,9,15,CELTIC PARK
LAOIS,KILDARE,27/03/2010,"NFL, DIV 2 ",WIN,0,13,13,0,9,9,PORTLAOISE
MEATH,DONEGAL,27/03/2010,"NFL, DIV 2 ",LOSS,0,10,10,1,12,15,BALLBOFEY
ANTRIM,LOUTH,27/03/2010,"NFL, DIV 3 ",WIN,2,14,20,2,6,12,NULL
OFFALY,CAVAN,27/03/2010,"NFL, DIV 3 ",LOSS,0,14,14,0,20,20,NULL
CARLOW,LEITRIM,27/03/2010,"NFL, DIV 4 ",LOSS,1,12,15,1,16,19,NULL
KILKENNY,LIMERICK,27/03/2010,"NFL, DIV 4 ",LOSS,2,2,8,8,13,37,NULL
MONAGHAN,MAYO,28/03/2010,"NFL, DIV 1 ",LOSS,0,15,15,2,12,18,MCHALE PARK
TIPPERARY,ARMAGH,28/03/2010,"NFL, DIV 2 ",LOSS,2,8,14,1,15,18,CROSSMAGLEN
WESTMEATH,DOWN,28/03/2010,"NFL, DIV 2 ",LOSS,0,8,8,2,15,21,MULLINGAR
ROSCOMMON,WEXFORD,28/03/2010,"NFL, DIV 3 ",LOSS,1,9,12,1,12,15,NULL
FERMANAGH,SLIGO,28/03/2010,"NFL, DIV 3 ",LOSS,1,11,14,3,15,24,NULL
CLARE,LONGFORD,28/03/2010,"NFL, DIV 4 ",WIN,0,12,12,0,9,9,NULL
WICKLOW,WATERFORD,28/03/2010,"NFL, DIV 4 ",LOSS,1,11,14,2,17,23,NULL
KILKENNY,WATERFORD,03/04/2010,"NFL, DIV 4 ",LOSS,1,2,5,1,24,27,NULL
LEITRIM,LONGFORD,03/04/2010,"NFL, DIV 4 ",WIN,0,13,13,0,12,12,NULL
LIMERICK,CLARE,03/04/2010,"NFL, DIV 4 ",WIN,0,14,14,2,7,13,NULL
LONDON,CARLOW,03/04/2010,"NFL, DIV 4 ",LOSS,0,9,9,0,12,12,NULL
MAYO,CORK,11/04/2010,"NFL, DIV 1 ",WIN,0,16,16,0,11,11,PAIRC UI CHAOIMH
MONAGHAN,KERRY,11/04/2010,"NFL, DIV 1 ",LOSS,1,12,15,1,16,19,KILARNEY
TYRONE,DUBLIN,11/04/2010,"NFL, DIV 1 ",LOSS,1,11,14,2,14,20,OMAGH
DERRY,GALWAY,11/04/2010,"NFL, DIV 1 ",WIN,2,13,19,1,12,15,PEARSE STADIUM
LAOIS,DOWN,11/04/2010,"NFL, DIV 2 ",LOSS,1,13,16,2,11,17,NEWRY
MEATH,KILDARE,11/04/2010,"NFL, DIV 2 ",WIN,1,15,18,0,13,13,PAIRC TAILTEAN
DONEGAL,ARMAGH,11/04/2010,"NFL, DIV 2 ",LOSS,0,6,6,2,16,22,LETTERKENNY
WESTMEATH,TIPPERARY,11/04/2010,"NFL, DIV 2 ",LOSS,1,10,13,2,13,19,THURLES
ANTRIM,WEXFORD,11/04/2010,"NFL, DIV 3 ",LOSS,0,12,12,1,11,14,NULL
OFFALY,LOUTH,11/04/2010,"NFL, DIV 3 ",LOSS,3,10,19,5,9,24,NULL
FERMANAGH,CAVAN,11/04/2010,"NFL, DIV 3 ",LOSS,0,7,7,0,11,11,NULL
SLIGO,ROSCOMMON,11/04/2010,"NFL, DIV 3 ",WIN,0,20,20,0,13,13,NULL
WATERFORD,CLARE,11/04/2010,"NFL, DIV 4 ",WIN,0,20,20,2,5,11,NULL
LEITRIM,LIMERICK,11/04/2010,"NFL, DIV 4 ",LOSS,0,9,9,1,22,25,NULL
WICKLOW,KILKENNY,11/04/2010,"NFL, DIV 4 ",WIN,2,25,31,0,7,7,NULL
LONDON,LONGFORD,11/04/2010,"NFL, DIV 4 ",LOSS,0,10,10,1,16,19,NULL
SLIGO,ANTRIM,24/04/2010,"NFL, DIV 3  FINAL",WIN,0,19,19,1,11,14,CROKE PARK
WATERFORD,LIMERICK,24/04/2010,"NFL, DIV 4  FINAL",LOSS,1,14,17,1,16,19,CROKE PARK
MAYO,CORK,25/04/2010,"NFL, DIV 1  FINAL",LOSS,0,12,12,1,17,20,CROKE PARK
DOWN,ARMAGH,25/04/2010,"NFL, DIV 2  FINAL",LOSS,1,12,15,0,17,17,CROKE PARK
DOWN,MAYO,05/02/2011,"NFL, DIV 1 ",TIE,3,7,16,1,13,16,MAYO
ARMAGH,DUBLIN,05/02/2011,"NFL, DIV 1 ",LOSS,1,11,14,2,12,18,ARMAGH
LAOIS,MEATH,05/02/2011,"NFL, DIV 2 ",WIN,1,14,17,1,11,14,LAOIS
SLIGO,DONEGAL,05/02/2011,"NFL, DIV 2 ",TIE,1,14,17,2,11,17,DONEGAL
MONAGHAN,GALWAY,06/02/2011,"NFL, DIV 1 ",WIN,0,19,19,0,14,14,MONAGHAN
KERRY,CORK,06/02/2011,"NFL, DIV 1 ",LOSS,1,13,16,0,17,17,KERRY
ANTRIM,KILDARE,06/02/2011,"NFL, DIV 2 ",LOSS,0,11,11,1,17,20,ANTRIM
DERRY,TYRONE,06/02/2011,"NFL, DIV 2 ",WIN,1,11,14,0,13,13,DERRY
OFFALY,CAVAN,06/02/2011,"NFL, DIV 3 ",WIN,1,12,15,0,8,8,OFFALY
WATERFORD,WEXFORD,06/02/2011,"NFL, DIV 3 ",LOSS,2,6,12,4,11,23,WEXFORD
LIMERICK,TIPPERARY,06/02/2011,"NFL, DIV 3 ",LOSS,0,6,6,0,10,10,TIPPERARY
LONDON,KILKENNY,06/02/2011,"NFL, DIV 4 ",WIN,0,16,16,0,2,2,LONDON
LEITRIM,CLARE,06/02/2011,"NFL, DIV 4 ",WIN,0,12,12,0,11,11,LEITRIM
ROSCOMMON,LONGFORD,06/02/2011,"NFL, DIV 4 ",TIE,0,10,10,1,7,10,LONGFORD
WICKLOW,CARLOW,06/02/2011,"NFL, DIV 4 ",TIE,1,13,16,2,10,16,CARLOW
WESTMEATH,LOUTH,12/02/2011,"NFL, DIV 3 ",LOSS,0,11,11,2,13,19,LOUTH
LONDON,ROSCOMMON,12/02/2011,"NFL, DIV 4 ",LOSS,0,7,7,1,14,17,LONDON
KILKENNY,CLARE,12/02/2011,"NFL, DIV 4 ",LOSS,1,1,4,4,17,29,CLARE
WICKLOW,LEITRIM,13/02/2011,"NFL, DIV 4 ",WIN,1,15,18,1,10,13,LEITRIM
CARLOW,FERMANAGH,13/02/2011,"NFL, DIV 4 ",LOSS,0,6,6,1,10,13,CARLOW
CORK,DUBLIN,19/02/2011,"NFL, DIV 1 ",LOSS,0,16,16,3,13,22,DUBLIN
DONEGAL,TYRONE,19/02/2011,"NFL, DIV 2 ",WIN,1,10,13,0,6,6,TYRONE
FERMANAGH,LONGFORD,19/02/2011,"NFL, DIV 4 ",LOSS,0,5,5,1,8,11,FERMANAGH
MONAGHAN,ARMAGH,20/02/2011,"NFL, DIV 1 ",LOSS,0,13,13,1,11,14,ARMAGH
MAYO,KERRY,20/02/2011,"NFL, DIV 1 ",LOSS,0,8,8,1,9,12,MAYO
DOWN,GALWAY,20/02/2011,"NFL, DIV 1 ",WIN,2,11,17,1,9,12,DOWN
LAOIS,ANTRIM,20/02/2011,"NFL, DIV 2 ",WIN,1,12,15,0,10,10,LAOIS
KILDARE,DERRY,20/02/2011,"NFL, DIV 2 ",LOSS,0,11,11,0,13,13,KILDARE
SLIGO,MEATH,20/02/2011,"NFL, DIV 2 ",LOSS,0,8,8,1,12,15,MEATH
WATERFORD,LIMERICK,20/02/2011,"NFL, DIV 3 ",WIN,2,8,14,0,8,8,WATERFORD
WESTMEATH,CAVAN,20/02/2011,"NFL, DIV 3 ",TIE,0,12,12,1,9,12,WESTMEATH
TIPPERARY,LOUTH,20/02/2011,"NFL, DIV 3 ",LOSS,1,10,13,1,12,15,LOUTH
OFFALY,WEXFORD,20/02/2011,"NFL, DIV 3 ",LOSS,0,11,11,0,12,12,OFFALY
CARLOW,ROSCOMMON,20/02/2011,"NFL, DIV 4 ",LOSS,0,8,8,2,13,19,ROSCOMMON
LONDON,WICKLOW,20/02/2011,"NFL, DIV 4 ",LOSS,1,4,7,2,22,28,WICKLOW
KILKENNY,LEITRIM,20/02/2011,"NFL, DIV 4 ",LOSS,0,0,0,3,19,28,KILKENNY
KERRY,DUBLIN,26/02/2011,"NFL, DIV 1 ",LOSS,1,15,18,3,10,19,DUBLIN
DOWN,ARMAGH,26/02/2011,"NFL, DIV 1 ",WIN,0,12,12,0,11,11,DOWN
MEATH,ANTRIM,26/02/2011,"NFL, DIV 2 ",LOSS,0,11,11,0,14,14,ANTRIM
MAYO,GALWAY,27/02/2011,"NFL, DIV 1 ",WIN,2,14,20,0,12,12,GALWAY
MONAGHAN,CORK,27/02/2011,"NFL, DIV 1 ",LOSS,1,12,15,1,15,18,CORK
LAOIS,DERRY,27/02/2011,"NFL, DIV 2 ",WIN,1,21,24,1,7,10,DERRY
KILDARE,DONEGAL,27/02/2011,"NFL, DIV 2 ",TIE,1,5,8,0,8,8,DONEGAL
SLIGO,TYRONE,27/02/2011,"NFL, DIV 2 ",LOSS,0,15,15,2,15,21,SLIGO
WEXFORD,LOUTH,27/02/2011,"NFL, DIV 3 ",LOSS,0,11,11,1,12,15,WEXFORD
WESTMEATH,TIPPERARY,27/02/2011,"NFL, DIV 3 ",WIN,2,13,19,2,9,15,TIPPERARY
OFFALY,LIMERICK,27/02/2011,"NFL, DIV 3 ",WIN,2,10,16,1,12,15,LIMERICK
WATERFORD,CAVAN,27/02/2011,"NFL, DIV 3 ",LOSS,1,8,11,0,13,13,CAVAN
CARLOW,CLARE,27/02/2011,"NFL, DIV 4 ",WIN,1,11,14,1,10,13,CARLOW
WICKLOW,FERMANAGH,27/02/2011,"NFL, DIV 4 ",TIE,2,7,13,0,13,13,FERMANAGH
KILKENNY,LONGFORD,27/02/2011,"NFL, DIV 4 ",LOSS,0,5,5,4,24,36,LONGFORD
LONDON,LONGFORD,05/03/2011,"NFL, DIV 4 ",LOSS,0,8,8,1,15,18,LONDON
DOWN,CORK,12/03/2011,"NFL, DIV 1 ",LOSS,0,15,15,3,17,26,CORK
WATERFORD,TIPPERARY,12/03/2011,"NFL, DIV 3 ",WIN,2,8,14,0,9,9,WATERFORD
LONDON,CLARE,12/03/2011,"NFL, DIV 4 ",LOSS,0,4,4,5,10,25,CLARE
MAYO,ARMAGH,13/03/2011,"NFL, DIV 1 ",LOSS,1,10,13,2,10,16,MAYO
GALWAY,KERRY,13/03/2011,"NFL, DIV 1 ",LOSS,0,8,8,0,16,16,KERRY
MONAGHAN,DUBLIN,13/03/2011,"NFL, DIV 1 ",LOSS,1,9,12,0,13,13,MONAGHAN
ANTRIM,TYRONE,13/03/2011,"NFL, DIV 2 ",LOSS,1,11,14,1,16,19,TYRONE
LAOIS,KILDARE,13/03/2011,"NFL, DIV 2 ",LOSS,1,11,14,1,13,16,KILDARE
SLIGO,DERRY,13/03/2011,"NFL, DIV 2 ",LOSS,0,8,8,0,11,11,SLIGO
MEATH,DONEGAL,13/03/2011,"NFL, DIV 2 ",LOSS,0,9,9,0,15,15,MEATH
LIMERICK,CAVAN,13/03/2011,"NFL, DIV 3 ",WIN,2,14,20,0,15,15,LIMERICK
WESTMEATH,WEXFORD,13/03/2011,"NFL, DIV 3 ",LOSS,1,7,10,0,13,13,WESTMEATH
OFFALY,LOUTH,13/03/2011,"NFL, DIV 3 ",WIN,1,9,12,0,11,11,LOUTH
WICKLOW,LONGFORD,13/03/2011,"NFL, DIV 4 ",TIE,2,9,15,1,12,15,WICKLOW
FERMANAGH,ROSCOMMON,13/03/2011,"NFL, DIV 4 ",LOSS,1,9,12,1,12,15,ROSCOMMON
CARLOW,KILKENNY,13/03/2011,"NFL, DIV 4 ",WIN,2,21,27,3,1,10,KILKENNY
MONAGHAN,DOWN,19/03/2011,"NFL, DIV 1 ",LOSS,0,11,11,1,16,19,DOWN
LAOIS,TYRONE,19/03/2011,"NFL, DIV 2 ",LOSS,0,11,11,1,12,15,LAOIS
DERRY,DONEGAL,19/03/2011,"NFL, DIV 2 ",LOSS,2,12,18,2,18,24,DERRY
ARMAGH,KERRY,20/03/2011,"NFL, DIV 1 ",LOSS,1,9,12,1,13,16,ARMAGH
GALWAY,CORK,20/03/2011,"NFL, DIV 1 ",LOSS,0,13,13,0,16,16,GALWAY
MAYO,DUBLIN,20/03/2011,"NFL, DIV 1 ",LOSS,3,13,22,4,15,27,DUBLIN
SLIGO,ANTRIM,20/03/2011,"NFL, DIV 2 ",WIN,2,18,24,1,11,14,ANTRIM
MEATH,KILDARE,20/03/2011,"NFL, DIV 2 ",LOSS,1,12,15,1,14,17,KILDARE
CAVAN,WEXFORD,20/03/2011,"NFL, DIV 3 ",LOSS,2,9,15,1,14,17,WEXFORD
WESTMEATH,WATERFORD,20/03/2011,"NFL, DIV 3 ",WIN,1,19,22,1,14,17,WESTMEATH
LIMERICK,LOUTH,20/03/2011,"NFL, DIV 3 ",WIN,1,14,17,1,11,14,LOUTH
OFFALY,TIPPERARY,20/03/2011,"NFL, DIV 3 ",LOSS,0,13,13,1,11,14,OFFALY
WICKLOW,KILKENNY,20/03/2011,"NFL, DIV 4 ",WIN,4,16,28,1,5,8,KILKENNY
CLARE,ROSCOMMON,20/03/2011,"NFL, DIV 4 ",LOSS,1,10,13,0,16,16,CLARE
FERMANAGH,LEITRIM,20/03/2011,"NFL, DIV 4 ",LOSS,0,10,10,0,11,11,LEITRIM
KILKENNY,FERMANAGH,26/03/2011,"NFL, DIV 4 ",LOSS,1,3,6,0,22,22,KILKENNY
CARLOW,LEITRIM,27/03/2011,"NFL, DIV 4 ",WIN,1,10,13,0,10,10,LEITRIM
CLARE,LONGFORD,27/03/2011,"NFL, DIV 4 ",WIN,1,7,10,0,8,8,CLARE
WICKLOW,ROSCOMMON,27/03/2011,"NFL, DIV 4 ",LOSS,2,16,22,3,14,23,WICKLOW
DOWN,DUBLIN,02/04/2011,"NFL, DIV 1 ",LOSS,0,13,13,2,10,16,DUBLIN
CAVAN,LOUTH,02/04/2011,"NFL, DIV 3 ",WIN,0,11,11,1,5,8,CAVAN
MAYO,CORK,03/04/2011,"NFL, DIV 1 ",WIN,1,13,16,0,14,14,MAYO
MONAGHAN,KERRY,03/04/2011,"NFL, DIV 1 ",LOSS,0,11,11,1,14,17,MONAGHAN
